LECROYHDO6104,5578,Waveform
Segments,1,SegmentSize,5002
Segment,TrigTime,TimeSinceSegment1
#1,16-Jun-2023 10:28:16,0                 
Time,Ampl
2.527359e-08,0.000975
2.531359e-08,0.00096125
2.535359e-08,0.000951875
2.539359e-08,0.000944375
2.543359e-08,0.00094
2.547359e-08,0.0009375
2.551359e-08,0.00093625
2.555359e-08,0.000936875
2.559359e-08,0.000939375
2.563359e-08,0.000944375
2.567359e-08,0.000951875
2.571359e-08,0.000963125
2.575359e-08,0.000978125
2.579359e-08,0.000996875
2.583359e-08,0.00102
2.587359e-08,0.0010475
2.591359e-08,0.00107875
2.595359e-08,0.00111437
2.599359e-08,0.00115313
2.603359e-08,0.001195
2.607359e-08,0.00123938
2.611359e-08,0.001285
2.615359e-08,0.0013325
2.619359e-08,0.00138063
2.623359e-08,0.00143
2.627359e-08,0.00148
2.631359e-08,0.00153062
2.635359e-08,0.00158313
2.639359e-08,0.00163625
2.643359e-08,0.00169187
2.647359e-08,0.00174938
2.651359e-08,0.00180875
2.655359e-08,0.00187125
2.659359e-08,0.001935
2.663359e-08,0.002
2.667359e-08,0.00206563
2.671359e-08,0.00213062
2.675359e-08,0.00219438
2.679359e-08,0.00225375
2.683359e-08,0.00230875
2.687359e-08,0.0023575
2.691359e-08,0.00239875
2.695359e-08,0.00243188
2.699359e-08,0.00245563
2.703359e-08,0.00247
2.707359e-08,0.00247562
2.711359e-08,0.00247375
2.715359e-08,0.00246562
2.719359e-08,0.00245312
2.723359e-08,0.00243875
2.727359e-08,0.00242375
2.731359e-08,0.00241187
2.735359e-08,0.00240438
2.739359e-08,0.00240312
2.743359e-08,0.00241
2.747359e-08,0.00242562
2.751359e-08,0.00244938
2.755359e-08,0.00248188
2.759359e-08,0.00252
2.763359e-08,0.0025625
2.767359e-08,0.00260688
2.771359e-08,0.00264875
2.775359e-08,0.00268562
2.779359e-08,0.00271375
2.783359e-08,0.00273
2.787359e-08,0.00273125
2.791359e-08,0.00271625
2.795359e-08,0.00268313
2.799359e-08,0.00263187
2.803359e-08,0.00256313
2.807359e-08,0.00247813
2.811359e-08,0.00238125
2.815359e-08,0.00227437
2.819359e-08,0.0021625
2.823359e-08,0.00205
2.827359e-08,0.00194188
2.831359e-08,0.00184188
2.835359e-08,0.001755
2.839359e-08,0.00168375
2.843359e-08,0.00163063
2.847359e-08,0.0015975
2.851359e-08,0.00158437
2.855359e-08,0.00159063
2.859359e-08,0.00161313
2.863359e-08,0.00165
2.867359e-08,0.00169687
2.871359e-08,0.00174938
2.875359e-08,0.00180313
2.879359e-08,0.00185438
2.883359e-08,0.00189812
2.887359e-08,0.00193188
2.891359e-08,0.0019525
2.895359e-08,0.00195938
2.899359e-08,0.00195125
2.903359e-08,0.00193
2.907359e-08,0.0018975
2.911359e-08,0.00185625
2.915359e-08,0.00181063
2.919359e-08,0.00176437
2.923359e-08,0.00172188
2.927359e-08,0.0016875
2.931359e-08,0.00166562
2.935359e-08,0.00165875
2.939359e-08,0.00167
2.943359e-08,0.0017
2.947359e-08,0.00174938
2.951359e-08,0.00181625
2.955359e-08,0.00189938
2.959359e-08,0.00199563
2.963359e-08,0.00210125
2.967359e-08,0.00221188
2.971359e-08,0.00232312
2.975359e-08,0.00243125
2.979359e-08,0.00253125
2.983359e-08,0.00262
2.987359e-08,0.002695
2.991359e-08,0.002755
2.995359e-08,0.00279813
2.999359e-08,0.002825
3.003359e-08,0.00283625
3.007359e-08,0.00283438
3.011359e-08,0.00282125
3.015359e-08,0.00279875
3.019359e-08,0.00277125
3.023359e-08,0.00274
3.027359e-08,0.00270812
3.031359e-08,0.0026775
3.035359e-08,0.00264937
3.039359e-08,0.002625
3.043359e-08,0.00260375
3.047359e-08,0.00258563
3.051359e-08,0.00256875
3.055359e-08,0.00255188
3.059359e-08,0.0025325
3.063359e-08,0.00251
3.067359e-08,0.00248125
3.071359e-08,0.00244437
3.075359e-08,0.00239875
3.079359e-08,0.00234313
3.083359e-08,0.00227625
3.087359e-08,0.00219875
3.091359e-08,0.00211125
3.095359e-08,0.00201437
3.099359e-08,0.00191
3.103359e-08,0.0018
3.107359e-08,0.00168563
3.111359e-08,0.00157
3.115359e-08,0.00145375
3.119359e-08,0.00133937
3.123359e-08,0.0012275
3.127359e-08,0.00112063
3.131359e-08,0.00101875
3.135359e-08,0.000923125
3.139359e-08,0.000833125
3.143359e-08,0.00075
3.147359e-08,0.000673125
3.151359e-08,0.000603125
3.155359e-08,0.00054
3.159359e-08,0.000483125
3.163359e-08,0.000433125
3.167359e-08,0.000390625
3.171359e-08,0.000355
3.175359e-08,0.000328125
3.179359e-08,0.000309375
3.183359e-08,0.0003
3.187359e-08,0.000299375
3.191359e-08,0.000308125
3.195359e-08,0.000325
3.199359e-08,0.000350625
3.203359e-08,0.0003825
3.207359e-08,0.000419375
3.211359e-08,0.00046
3.215359e-08,0.000501875
3.219359e-08,0.0005425
3.223359e-08,0.00058
3.227359e-08,0.00061125
3.231359e-08,0.000635
3.235359e-08,0.000649375
3.239359e-08,0.000653125
3.243359e-08,0.00064625
3.247359e-08,0.00062875
3.251359e-08,0.00060125
3.255359e-08,0.000565625
3.259359e-08,0.000524375
3.263359e-08,0.00048
3.267359e-08,0.000435
3.271359e-08,0.000393125
3.275359e-08,0.00035625
3.279359e-08,0.0003275
3.283359e-08,0.000308125
3.287359e-08,0.00029875
3.291359e-08,0.000300625
3.295359e-08,0.000313125
3.299359e-08,0.000333125
3.303359e-08,0.00036
3.307359e-08,0.00039
3.311359e-08,0.000419375
3.315359e-08,0.000445
3.319359e-08,0.00046375
3.323359e-08,0.000471875
3.327359e-08,0.000466875
3.331359e-08,0.000446875
3.335359e-08,0.000411875
3.339359e-08,0.0003625
3.343359e-08,0.0003
3.347359e-08,0.000226875
3.351359e-08,0.0001475
3.355359e-08,6.5e-05
3.359359e-08,-1.4375e-05
3.363359e-08,-8.6875e-05
3.367359e-08,-0.0001475
3.371359e-08,-0.000191875
3.375359e-08,-0.00021625
3.379359e-08,-0.000219375
3.383359e-08,-0.0002
3.387359e-08,-0.000158125
3.391359e-08,-9.5e-05
3.395359e-08,-1.3125e-05
3.399359e-08,8.25e-05
3.403359e-08,0.000188125
3.407359e-08,0.000299375
3.411359e-08,0.00041
3.415359e-08,0.000516875
3.419359e-08,0.000614375
3.423359e-08,0.0007
3.427359e-08,0.00077125
3.431359e-08,0.000826875
3.435359e-08,0.0008675
3.439359e-08,0.000894375
3.443359e-08,0.000909375
3.447359e-08,0.00091625
3.451359e-08,0.00091875
3.455359e-08,0.00092125
3.459359e-08,0.000926875
3.463359e-08,0.00094
3.467359e-08,0.00096375
3.471359e-08,0.001
3.475359e-08,0.00105
3.479359e-08,0.00111437
3.483359e-08,0.00119188
3.487359e-08,0.00128
3.491359e-08,0.00137688
3.495359e-08,0.00147812
3.499359e-08,0.00158062
3.503359e-08,0.00168
3.507359e-08,0.0017725
3.511359e-08,0.00185438
3.515359e-08,0.00192313
3.519359e-08,0.00197688
3.523359e-08,0.00201313
3.527359e-08,0.0020325
3.531359e-08,0.002035
3.535359e-08,0.0020225
3.539359e-08,0.00199625
3.543359e-08,0.00196
3.547359e-08,0.00191562
3.551359e-08,0.00186687
3.555359e-08,0.00181687
3.559359e-08,0.00176812
3.563359e-08,0.00172312
3.567359e-08,0.001685
3.571359e-08,0.00165438
3.575359e-08,0.00163313
3.579359e-08,0.00162188
3.583359e-08,0.00162
3.587359e-08,0.0016275
3.591359e-08,0.00164312
3.595359e-08,0.00166562
3.599359e-08,0.00169375
3.603359e-08,0.00172563
3.607359e-08,0.00176
3.611359e-08,0.001795
3.615359e-08,0.00182875
3.619359e-08,0.00186125
3.623359e-08,0.00189
3.627359e-08,0.001915
3.631359e-08,0.00193563
3.635359e-08,0.0019525
3.639359e-08,0.00196437
3.643359e-08,0.00197313
3.647359e-08,0.00197938
3.651359e-08,0.00198375
3.655359e-08,0.0019875
3.659359e-08,0.0019925
3.663359e-08,0.002
3.667359e-08,0.00201125
3.671359e-08,0.00202812
3.675359e-08,0.00205062
3.679359e-08,0.00208
3.683359e-08,0.00211625
3.687359e-08,0.00216
3.691359e-08,0.00220938
3.695359e-08,0.00226313
3.699359e-08,0.00232125
3.703359e-08,0.00238
3.707359e-08,0.00243813
3.711359e-08,0.00249312
3.715359e-08,0.00254187
3.719359e-08,0.00258375
3.723359e-08,0.002615
3.727359e-08,0.002635
3.731359e-08,0.0026425
3.735359e-08,0.00263688
3.739359e-08,0.00261938
3.743359e-08,0.00259
3.747359e-08,0.00255062
3.751359e-08,0.00250313
3.755359e-08,0.00244938
3.759359e-08,0.00239313
3.763359e-08,0.00233625
3.767359e-08,0.00228188
3.771359e-08,0.00223125
3.775359e-08,0.00218688
3.779359e-08,0.00214938
3.783359e-08,0.00212
3.787359e-08,0.00209813
3.791359e-08,0.00208375
3.795359e-08,0.00207563
3.799359e-08,0.00207125
3.803359e-08,0.00207
3.807359e-08,0.00206938
3.811359e-08,0.0020675
3.815359e-08,0.0020625
3.819359e-08,0.00205375
3.823359e-08,0.00204
3.827359e-08,0.00202125
3.831359e-08,0.00199687
3.835359e-08,0.00196813
3.839359e-08,0.00193563
3.843359e-08,0.0019
3.847359e-08,0.00186438
3.851359e-08,0.00182813
3.855359e-08,0.00179313
3.859359e-08,0.00176
3.863359e-08,0.00173
3.867359e-08,0.0017025
3.871359e-08,0.00167688
3.875359e-08,0.0016525
3.879359e-08,0.00162813
3.883359e-08,0.00160312
3.887359e-08,0.00157562
3.891359e-08,0.00154437
3.895359e-08,0.00150812
3.899359e-08,0.00146688
3.903359e-08,0.00142
3.907359e-08,0.00136813
3.911359e-08,0.00131187
3.915359e-08,0.00125312
3.919359e-08,0.00119313
3.923359e-08,0.001135
3.927359e-08,0.00108125
3.931359e-08,0.00103375
3.935359e-08,0.000994375
3.939359e-08,0.00096625
3.943359e-08,0.00095
3.947359e-08,0.00094625
3.951359e-08,0.000955625
3.955359e-08,0.0009775
3.959359e-08,0.00101
3.963359e-08,0.00105125
3.967359e-08,0.00109875
3.971359e-08,0.00115062
3.975359e-08,0.00120313
3.979359e-08,0.00125375
3.983359e-08,0.0013
3.987359e-08,0.00134
3.991359e-08,0.0013725
3.995359e-08,0.00139625
3.999359e-08,0.00141125
4.003359e-08,0.00141813
4.007359e-08,0.00141813
4.011359e-08,0.00141313
4.015359e-08,0.00140562
4.019359e-08,0.00139687
4.023359e-08,0.00139
4.027359e-08,0.00138688
4.031359e-08,0.00138938
4.035359e-08,0.00139938
4.039359e-08,0.0014175
4.043359e-08,0.00144375
4.047359e-08,0.00147812
4.051359e-08,0.00151938
4.055359e-08,0.00156625
4.059359e-08,0.0016175
4.063359e-08,0.00167
4.067359e-08,0.0017225
4.071359e-08,0.00177188
4.075359e-08,0.0018175
4.079359e-08,0.00185625
4.083359e-08,0.0018875
4.087359e-08,0.00190938
4.091359e-08,0.00192313
4.095359e-08,0.00192688
4.099359e-08,0.0019225
4.103359e-08,0.00191
4.107359e-08,0.00189125
4.111359e-08,0.00186687
4.115359e-08,0.00183813
4.119359e-08,0.0018075
4.123359e-08,0.00177625
4.127359e-08,0.00174438
4.131359e-08,0.00171375
4.135359e-08,0.00168438
4.139359e-08,0.00165625
4.143359e-08,0.00163
4.147359e-08,0.00160438
4.151359e-08,0.00157938
4.155359e-08,0.00155312
4.159359e-08,0.00152438
4.163359e-08,0.0014925
4.167359e-08,0.00145562
4.171359e-08,0.00141313
4.175359e-08,0.00136313
4.179359e-08,0.00130563
4.183359e-08,0.00124
4.187359e-08,0.00116625
4.191359e-08,0.001085
4.195359e-08,0.000996875
4.199359e-08,0.000903125
4.203359e-08,0.000805625
4.207359e-08,0.00070625
4.211359e-08,0.0006075
4.215359e-08,0.000511875
4.219359e-08,0.000421875
4.223359e-08,0.00034
4.227359e-08,0.00026875
4.231359e-08,0.00021
4.235359e-08,0.000165625
4.239359e-08,0.000136875
4.243359e-08,0.000124375
4.247359e-08,0.000128125
4.251359e-08,0.000148125
4.255359e-08,0.0001825
4.259359e-08,0.000230625
4.263359e-08,0.00029
4.267359e-08,0.000358125
4.271359e-08,0.000433125
4.275359e-08,0.0005125
4.279359e-08,0.000593125
4.283359e-08,0.0006725
4.287359e-08,0.00075
4.291359e-08,0.000823125
4.295359e-08,0.000890625
4.299359e-08,0.000953125
4.303359e-08,0.00101
4.307359e-08,0.00106187
4.311359e-08,0.00111
4.315359e-08,0.00115562
4.319359e-08,0.0012
4.323359e-08,0.001245
4.327359e-08,0.0012925
4.331359e-08,0.00134375
4.335359e-08,0.0014
4.339359e-08,0.00146188
4.343359e-08,0.00153
4.347359e-08,0.00160438
4.351359e-08,0.00168438
4.355359e-08,0.00176938
4.359359e-08,0.00185875
4.363359e-08,0.00195
4.367359e-08,0.00204188
4.371359e-08,0.00213375
4.375359e-08,0.00222313
4.379359e-08,0.00230875
4.383359e-08,0.00239
4.387359e-08,0.00246562
4.391359e-08,0.002535
4.395359e-08,0.0025975
4.399359e-08,0.00265375
4.403359e-08,0.0027025
4.407359e-08,0.002745
4.411359e-08,0.00278063
4.415359e-08,0.00281
4.419359e-08,0.00283312
4.423359e-08,0.00285
4.427359e-08,0.00286
4.431359e-08,0.00286313
4.435359e-08,0.00285937
4.439359e-08,0.00284813
4.443359e-08,0.00282875
4.447359e-08,0.00280063
4.451359e-08,0.002765
4.455359e-08,0.00272062
4.459359e-08,0.00266875
4.463359e-08,0.00261
4.467359e-08,0.00254563
4.471359e-08,0.0024775
4.475359e-08,0.00240625
4.479359e-08,0.00233563
4.483359e-08,0.00226625
4.487359e-08,0.00220063
4.491359e-08,0.00214125
4.495359e-08,0.00208875
4.499359e-08,0.00204438
4.503359e-08,0.00201
4.507359e-08,0.001985
4.511359e-08,0.00196813
4.515359e-08,0.00196
4.519359e-08,0.0019575
4.523359e-08,0.00196
4.527359e-08,0.00196375
4.531359e-08,0.0019675
4.535359e-08,0.0019675
4.539359e-08,0.0019625
4.543359e-08,0.00195
4.547359e-08,0.00192813
4.551359e-08,0.00189625
4.555359e-08,0.00185438
4.559359e-08,0.0018025
4.563359e-08,0.00174125
4.567359e-08,0.00167313
4.571359e-08,0.0016
4.575359e-08,0.001525
4.579359e-08,0.00145062
4.583359e-08,0.00138
4.587359e-08,0.00131625
4.591359e-08,0.00126125
4.595359e-08,0.00121812
4.599359e-08,0.00118875
4.603359e-08,0.0011725
4.607359e-08,0.00117125
4.611359e-08,0.00118375
4.615359e-08,0.00120875
4.619359e-08,0.001245
4.623359e-08,0.00129
4.627359e-08,0.00134125
4.631359e-08,0.00139563
4.635359e-08,0.00145062
4.639359e-08,0.00150313
4.643359e-08,0.00155188
4.647359e-08,0.00159375
4.651359e-08,0.00162813
4.655359e-08,0.00165375
4.659359e-08,0.00167125
4.663359e-08,0.00168
4.667359e-08,0.00168188
4.671359e-08,0.0016775
4.675359e-08,0.00166875
4.679359e-08,0.00165813
4.683359e-08,0.0016475
4.687359e-08,0.00163875
4.691359e-08,0.00163313
4.695359e-08,0.0016325
4.699359e-08,0.00163812
4.703359e-08,0.00165
4.707359e-08,0.00166813
4.711359e-08,0.0016925
4.715359e-08,0.00172125
4.719359e-08,0.00175375
4.723359e-08,0.0017875
4.727359e-08,0.00182125
4.731359e-08,0.0018525
4.735359e-08,0.00187875
4.739359e-08,0.00189875
4.743359e-08,0.00191
4.747359e-08,0.00191187
4.751359e-08,0.0019025
4.755359e-08,0.0018825
4.759359e-08,0.00185063
4.763359e-08,0.00180812
4.767359e-08,0.001755
4.771359e-08,0.00169313
4.775359e-08,0.00162375
4.779359e-08,0.00154875
4.783359e-08,0.00147
4.787359e-08,0.00138875
4.791359e-08,0.00130812
4.795359e-08,0.00122813
4.799359e-08,0.00115188
4.803359e-08,0.00107937
4.807359e-08,0.00101313
4.811359e-08,0.0009525
4.815359e-08,0.000898125
4.819359e-08,0.000850625
4.823359e-08,0.00081
4.827359e-08,0.000775625
4.831359e-08,0.0007475
4.835359e-08,0.000725625
4.839359e-08,0.000708125
4.843359e-08,0.00069625
4.847359e-08,0.000688125
4.851359e-08,0.00068375
4.855359e-08,0.0006825
4.859359e-08,0.000685
4.863359e-08,0.00069
4.867359e-08,0.0006975
4.871359e-08,0.0007075
4.875359e-08,0.000719375
4.879359e-08,0.0007325
4.883359e-08,0.00074625
4.887359e-08,0.00076125
4.891359e-08,0.000775625
4.895359e-08,0.000789375
4.899359e-08,0.000800625
4.903359e-08,0.00081
4.907359e-08,0.000815625
4.911359e-08,0.000816875
4.915359e-08,0.00081375
4.919359e-08,0.000804375
4.923359e-08,0.00078875
4.927359e-08,0.0007675
4.931359e-08,0.000739375
4.935359e-08,0.000705
4.939359e-08,0.000665
4.943359e-08,0.00062
4.947359e-08,0.000570625
4.951359e-08,0.000518125
4.955359e-08,0.000463125
4.959359e-08,0.0004075
4.963359e-08,0.000351875
4.967359e-08,0.0002975
4.971359e-08,0.000245625
4.975359e-08,0.00019625
4.979359e-08,0.00015125
4.983359e-08,0.00011
4.987359e-08,7.375e-05
4.991359e-08,4.1875e-05
4.995359e-08,1.5e-05
4.999359e-08,-6.875e-06
5.003359e-08,-2.4375e-05
5.007359e-08,-3.75e-05
5.011359e-08,-4.625e-05
5.015359e-08,-5.1875e-05
5.019359e-08,-5.25e-05
5.023359e-08,-5e-05
5.027359e-08,-4.3125e-05
5.031359e-08,-3.1875e-05
5.035359e-08,-1.625e-05
5.039359e-08,5e-06
5.043359e-08,3.1875e-05
5.047359e-08,6.5e-05
5.051359e-08,0.000105
5.055359e-08,0.000151875
5.059359e-08,0.000206875
5.063359e-08,0.00027
5.067359e-08,0.00034125
5.071359e-08,0.00042
5.075359e-08,0.0005075
5.079359e-08,0.000601875
5.083359e-08,0.00070375
5.087359e-08,0.000811875
5.091359e-08,0.000925625
5.095359e-08,0.00104438
5.099359e-08,0.00116563
5.103359e-08,0.00129
5.107359e-08,0.001415
5.111359e-08,0.00154062
5.115359e-08,0.00166375
5.119359e-08,0.001785
5.123359e-08,0.00190187
5.127359e-08,0.00201313
5.131359e-08,0.0021175
5.135359e-08,0.00221438
5.139359e-08,0.00230188
5.143359e-08,0.00238
5.147359e-08,0.0024475
5.151359e-08,0.00250375
5.155359e-08,0.00254813
5.159359e-08,0.00258187
5.163359e-08,0.00260375
5.167359e-08,0.00261563
5.171359e-08,0.00261812
5.175359e-08,0.00261188
5.179359e-08,0.00259875
5.183359e-08,0.00258
5.187359e-08,0.00255813
5.191359e-08,0.00253438
5.195359e-08,0.00251062
5.199359e-08,0.00248875
5.203359e-08,0.00247
5.207359e-08,0.00245563
5.211359e-08,0.00244625
5.215359e-08,0.0024425
5.219359e-08,0.00244375
5.223359e-08,0.00245
5.227359e-08,0.00246063
5.231359e-08,0.00247375
5.235359e-08,0.00248875
5.239359e-08,0.00250438
5.243359e-08,0.0025175
5.247359e-08,0.00252875
5.251359e-08,0.002535
5.255359e-08,0.00253625
5.259359e-08,0.00253125
5.263359e-08,0.00252
5.267359e-08,0.00250187
5.271359e-08,0.00247813
5.275359e-08,0.00244875
5.279359e-08,0.00241438
5.283359e-08,0.0023775
5.287359e-08,0.0023375
5.291359e-08,0.00229688
5.295359e-08,0.00225688
5.299359e-08,0.0022175
5.303359e-08,0.00218
5.307359e-08,0.002145
5.311359e-08,0.0021125
5.315359e-08,0.0020825
5.319359e-08,0.002055
5.323359e-08,0.00202938
5.327359e-08,0.00200562
5.331359e-08,0.0019825
5.335359e-08,0.00196062
5.339359e-08,0.00194
5.343359e-08,0.00192
5.347359e-08,0.00190187
