3,578E+3	2,096E-7	3,847E-11	4,547E-12
3,623E+3	5,000E-1	3,608E-10	4,708E-12
3,668E+3	1,000E+0	5,555E-10	7,364E-12
3,714E+3	1,500E+0	7,693E-10	6,257E-12
3,759E+3	2,000E+0	1,171E-9	8,520E-12
3,804E+3	2,500E+0	2,007E-9	6,470E-12
3,850E+3	3,000E+0	3,360E-9	6,145E-12
3,895E+3	3,500E+0	4,911E-9	5,249E-12
3,940E+3	4,000E+0	6,642E-9	6,758E-12
3,985E+3	4,500E+0	7,298E-9	1,895E-11
4,031E+3	5,000E+0	7,733E-9	2,152E-11
4,076E+3	5,500E+0	8,351E-9	1,975E-11
4,121E+3	6,000E+0	8,893E-9	1,146E-11
4,167E+3	6,500E+0	9,315E-9	8,704E-12
4,212E+3	7,000E+0	9,660E-9	7,885E-12
4,257E+3	7,500E+0	9,966E-9	8,071E-12
4,303E+3	8,000E+0	1,016E-8	1,946E-11
4,348E+3	8,500E+0	1,040E-8	7,891E-12
4,393E+3	9,000E+0	1,063E-8	5,043E-12
4,439E+3	9,500E+0	1,080E-8	5,289E-12
4,484E+3	1,000E+1	1,096E-8	1,666E-11
4,529E+3	1,050E+1	1,114E-8	7,023E-12
4,574E+3	1,100E+1	1,126E-8	2,168E-11
4,620E+3	1,150E+1	1,137E-8	1,401E-11
4,665E+3	1,200E+1	1,154E-8	1,205E-11
4,710E+3	1,250E+1	1,167E-8	2,277E-11
4,756E+3	1,300E+1	1,175E-8	1,336E-11
4,801E+3	1,350E+1	1,193E-8	1,580E-11
4,846E+3	1,400E+1	1,211E-8	1,250E-11
4,892E+3	1,450E+1	1,220E-8	1,387E-11
4,937E+3	1,500E+1	1,235E-8	7,067E-12
4,982E+3	1,550E+1	1,252E-8	2,683E-12
5,028E+3	1,600E+1	1,266E-8	7,893E-12
5,073E+3	1,650E+1	1,282E-8	8,349E-12
5,118E+3	1,700E+1	1,297E-8	6,949E-12
5,164E+3	1,750E+1	1,313E-8	5,670E-12
5,209E+3	1,800E+1	1,330E-8	1,106E-11
5,254E+3	1,850E+1	1,340E-8	4,326E-11
5,299E+3	1,900E+1	1,349E-8	7,907E-12
5,345E+3	1,950E+1	1,372E-8	1,407E-11
5,390E+3	2,000E+1	1,391E-8	9,511E-12
5,435E+3	2,050E+1	1,409E-8	8,630E-12
5,481E+3	2,100E+1	1,432E-8	9,451E-12
5,526E+3	2,150E+1	1,450E-8	9,838E-11
5,571E+3	2,200E+1	1,470E-8	9,825E-11
5,617E+3	2,250E+1	1,494E-8	1,022E-10
5,662E+3	2,300E+1	1,518E-8	9,965E-11
5,707E+3	2,350E+1	1,531E-8	1,217E-10
5,753E+3	2,400E+1	1,543E-8	1,029E-10
5,798E+3	2,450E+1	1,581E-8	9,814E-11
5,843E+3	2,500E+1	1,610E-8	9,443E-11
5,889E+3	2,550E+1	1,635E-8	9,361E-11
5,934E+3	2,600E+1	1,672E-8	1,013E-10
6,712E+3	2,400E+1	1,573E-8	9,222E-11
6,757E+3	2,405E+1	1,568E-8	9,008E-11
6,802E+3	2,410E+1	1,566E-8	9,431E-11
6,848E+3	2,415E+1	1,572E-8	9,937E-11
6,893E+3	2,420E+1	1,573E-8	1,044E-10
6,938E+3	2,425E+1	1,563E-8	9,517E-11
6,984E+3	2,430E+1	1,570E-8	9,795E-11
7,029E+3	2,435E+1	1,582E-8	9,728E-11
7,074E+3	2,440E+1	1,589E-8	8,733E-11
7,120E+3	2,445E+1	1,584E-8	9,036E-11
7,165E+3	2,450E+1	1,572E-8	9,705E-11
7,210E+3	2,455E+1	1,578E-8	1,012E-10
7,256E+3	2,460E+1	1,589E-8	9,711E-11
7,301E+3	2,465E+1	1,598E-8	9,841E-11
7,346E+3	2,470E+1	1,593E-8	9,163E-11
7,392E+3	2,475E+1	1,593E-8	9,235E-11
7,437E+3	2,480E+1	1,595E-8	9,805E-11
7,482E+3	2,485E+1	1,600E-8	9,702E-11
7,528E+3	2,490E+1	1,605E-8	8,560E-11
7,573E+3	2,495E+1	1,608E-8	9,492E-11
7,618E+3	2,500E+1	1,614E-8	1,001E-10
7,664E+3	2,505E+1	1,622E-8	9,323E-11
7,709E+3	2,510E+1	1,621E-8	9,937E-11
7,754E+3	2,515E+1	1,621E-8	9,278E-11
7,800E+3	2,520E+1	1,621E-8	8,882E-11
7,845E+3	2,525E+1	1,621E-8	1,022E-10
7,890E+3	2,530E+1	1,626E-8	9,311E-11
7,936E+3	2,535E+1	1,630E-8	9,860E-11
7,981E+3	2,540E+1	1,624E-8	9,937E-11
8,026E+3	2,545E+1	1,632E-8	9,212E-11
8,072E+3	2,550E+1	1,637E-8	9,546E-11
8,117E+3	2,555E+1	1,637E-8	9,601E-11
8,162E+3	2,560E+1	1,646E-8	9,318E-11
8,207E+3	2,565E+1	1,648E-8	1,005E-10
8,253E+3	2,570E+1	1,632E-8	8,996E-11
8,298E+3	2,575E+1	1,641E-8	9,701E-11
8,344E+3	2,580E+1	1,653E-8	9,430E-11
8,389E+3	2,585E+1	1,663E-8	1,003E-10
8,434E+3	2,590E+1	1,664E-8	9,452E-11
8,480E+3	2,595E+1	1,671E-8	9,535E-11
8,525E+3	2,600E+1	1,673E-8	8,611E-11
8,570E+3	2,605E+1	1,644E-8	1,122E-10
8,616E+3	2,610E+1	1,654E-8	9,820E-11
8,661E+3	2,615E+1	1,676E-8	1,003E-10
8,706E+3	2,620E+1	1,680E-8	1,053E-10
8,752E+3	2,625E+1	1,691E-8	8,483E-11
8,797E+3	2,630E+1	1,697E-8	8,792E-11
8,842E+3	2,635E+1	1,696E-8	8,872E-11
8,888E+3	2,640E+1	1,706E-8	9,752E-11
8,933E+3	2,645E+1	1,717E-8	8,713E-11
8,978E+3	2,650E+1	1,713E-8	9,888E-11
9,024E+3	2,655E+1	1,721E-8	9,688E-11
9,069E+3	2,660E+1	1,737E-8	9,339E-11
9,114E+3	2,665E+1	1,751E-8	9,877E-11
9,160E+3	2,670E+1	1,763E-8	9,294E-11
9,205E+3	2,675E+1	1,791E-8	8,744E-11
9,250E+3	2,680E+1	1,892E-8	9,363E-11
9,296E+3	2,685E+1	2,045E-8	9,503E-11
9,341E+3	2,690E+1	2,544E-8	1,171E-10
9,386E+3	2,695E+1	3,414E-8	1,466E-10
9,432E+3	2,700E+1	4,617E-8	1,726E-10
9,477E+3	2,705E+1	5,570E-8	2,242E-10
9,522E+3	2,710E+1	7,196E-8	1,609E-10
9,568E+3	2,715E+1	9,110E-8	2,330E-10
9,613E+3	2,720E+1	1,052E-7	2,599E-10
9,658E+3	2,725E+1	1,287E-7	4,373E-10
9,704E+3	2,730E+1	1,551E-7	3,050E-10
9,749E+3	2,735E+1	1,732E-7	4,381E-10
9,794E+3	2,740E+1	2,035E-7	4,515E-10
9,840E+3	2,745E+1	2,358E-7	6,601E-10
9,885E+3	2,750E+1	2,589E-7	5,546E-10
9,930E+3	2,755E+1	2,938E-7	6,283E-10
9,976E+3	2,760E+1	3,331E-7	7,568E-10
1,002E+4	2,765E+1	3,758E-7	8,450E-10
1,007E+4	2,770E+1	4,027E-7	9,364E-10
1,011E+4	2,775E+1	4,475E-7	9,585E-10
1,016E+4	2,780E+1	4,971E-7	1,235E-9
1,020E+4	2,785E+1	5,308E-7	1,248E-9
1,025E+4	2,790E+1	5,821E-7	1,200E-9
1,029E+4	2,795E+1	6,383E-7	1,535E-9
1,034E+4	2,800E+1	6,740E-7	1,439E-9
1,038E+4	2,805E+1	7,314E-7	1,961E-9
1,043E+4	2,810E+1	7,923E-7	2,369E-9
1,047E+4	2,815E+1	8,361E-7	2,280E-9
1,052E+4	2,820E+1	9,013E-7	3,686E-9
1,057E+4	2,825E+1	9,621E-7	2,600E-9
1,063E+4	2,830E+1	1,011E-6	5,433E-9
1,068E+4	2,835E+1	1,065E-6	1,924E-9
1,073E+4	2,840E+1	1,139E-6	2,835E-9
1,077E+4	2,845E+1	1,215E-6	2,440E-9
1,082E+4	2,850E+1	1,252E-6	3,919E-9
1,086E+4	2,855E+1	1,331E-6	3,468E-9
1,091E+4	2,860E+1	1,417E-6	5,445E-9
1,095E+4	2,865E+1	1,464E-6	3,773E-9
1,100E+4	2,870E+1	1,544E-6	3,655E-9
1,104E+4	2,875E+1	1,630E-6	4,481E-9
1,109E+4	2,880E+1	1,680E-6	3,639E-9
1,113E+4	2,885E+1	1,770E-6	7,067E-9
1,118E+4	2,890E+1	1,864E-6	4,720E-9
1,122E+4	2,895E+1	1,922E-6	4,394E-9
1,127E+4	2,900E+1	2,019E-6	4,019E-9
1,131E+4	2,905E+1	2,110E-6	7,261E-9
1,136E+4	2,910E+1	2,209E-6	7,532E-9
1,140E+4	2,915E+1	2,282E-6	9,157E-9
1,145E+4	2,920E+1	2,383E-6	1,022E-8
1,149E+4	2,925E+1	2,466E-6	4,100E-9
1,154E+4	2,930E+1	2,547E-6	9,581E-9
1,159E+4	2,935E+1	2,658E-6	9,210E-9
1,163E+4	2,940E+1	2,774E-6	7,558E-9
1,168E+4	2,945E+1	2,863E-6	8,601E-9
1,172E+4	2,950E+1	2,975E-6	1,436E-8
1,177E+4	2,955E+1	3,086E-6	7,566E-9
1,181E+4	2,960E+1	3,162E-6	5,546E-9
1,186E+4	2,965E+1	3,299E-6	9,236E-9
1,190E+4	2,970E+1	3,412E-6	1,175E-8
1,195E+4	2,975E+1	3,510E-6	1,867E-8
1,199E+4	2,980E+1	3,639E-6	7,390E-9
1,204E+4	2,985E+1	3,756E-6	1,557E-8
1,208E+4	2,990E+1	3,870E-6	1,761E-8
1,213E+4	2,995E+1	3,966E-6	1,503E-8
1,217E+4	3,000E+1	4,121E-6	1,701E-8
